,0
RSI14,51.04597217697051
log_return_lag1,19.05689999756824
volatility_20d,7.156937144719889
BB_pctB,3.5379557226872165
volume_ratio,2.2601599020203538
EMA12_EMA26_diff,2.102541152988306
log_return_lag3,1.9999248863979227
MA10_MA30_diff,1.9826383549476263
MACD_norm,1.9688972445173119
price_MA10_dist,1.9376007297897422
BB_width,1.891062954589682
MA30_MA50_diff,1.8403800347673034
MACD_hist_norm,1.64525300602366
log_return_lag2,1.5737766920122325
