,Total_Return,CAGR,Ann_Vol,Sharpe,Sortino,Max_Drawdown,Calmar,Win_Rate,N_Trades,Turnover_Yr
BuyHold,1.7463869650317339,0.1879566008680984,0.08341083903862961,2.1071688615627613,1.7842921922816488,-0.17822654785424086,1.0545937355068735,0.7407580720636406,1.0,0.17048108360579167
TA_MA_Crossover,1.8914702049404646,0.1984281987000185,0.06992346005985804,2.624416061419176,1.4339832973566438,-0.07206064732899964,2.753627757381584,0.8681983071342201,29.0,4.943951424567959
TA_MACD,0.6962898465183569,0.0942723341558731,0.06504465413861042,1.4179035182915214,0.7154838067337101,-0.15494259302712599,0.608433951659559,0.776595744680851,64.0,10.910789350770667
TA_RSI,-0.020185136112283564,-0.003470353165964224,0.04873055954876886,-0.04703635485552312,-0.034815403586153044,-0.20274701430370468,-0.017116667181918704,0.27884615384615385,22.0,3.7505838393274167
TA_Combined,0.6553760770166697,0.08972707730313312,0.057982709053698685,1.5112925661379506,0.6535413690507063,-0.09155933710909225,0.9799882801272796,0.8060240963855422,58.0,9.887902849135918
AI_XGB_LongFlat,1.4434750908482976,0.16452283768551612,0.04691966760001063,3.270355714253003,1.7258461907164997,-0.07437571314302682,2.2120505570028426,0.861271676300578,218.0,37.16487622606258
AI_XGB_LongShort,1.1739727851960207,0.14155133150499566,0.08383025276554221,1.6213500084207777,1.3214488810881193,-0.1411697920825974,1.0027026987627425,0.8324754328497894,218.0,74.15927136851938
AI_XGB_Conf60,1.2791419760050426,0.1507825094807873,0.030854348737192283,4.568045246314191,1.928682715803843,-0.04785762098549273,3.150647825275197,0.9153284671532846,130.0,22.162540868752917
